mean,mean_se,mean_ci_lower,mean_ci_upper,index,district,target,coords
0.0,1732.055715039213,-3394.7668206936282,3394.7668206936282,2023-12-17,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.0560037135058,-3394.7673864848452,3394.7673864848452,2023-12-18,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.0562923877503,-3394.767952275968,3394.767952275968,2023-12-19,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.0565810619466,-3394.768518066996,3394.768518066996,2023-12-20,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.056869736095,-3394.76908385793,3394.76908385793,2023-12-21,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.0571584101951,-3394.7696496487697,3394.7696496487697,2023-12-22,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.0574470842473,-3394.770215439515,3394.770215439515,2023-12-23,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.0577357582513,-3394.7707812301664,3394.7707812301664,2023-12-24,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.058024432207,-3394.7713470207227,3394.7713470207227,2023-12-25,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.0583131061148,-3394.7719128111853,3394.7719128111853,2023-12-26,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.0586017799744,-3394.7724786015533,3394.7724786015533,2023-12-27,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.058890453786,-3394.7730443918276,3394.7730443918276,2023-12-28,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.0591791275492,-3394.7736101820065,3394.7736101820065,2023-12-29,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.0594678012646,-3394.774175972092,3394.774175972092,2023-12-30,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.0597564749319,-3394.774741762083,3394.774741762083,2023-12-31,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.060045148551,-3394.77530755198,3394.77530755198,2024-01-01,Thoubal,target,"[24.6137, 93.9241]"
0.0,1732.0516735940646,-3394.758899606692,3394.758899606692,2023-12-03,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0519622690308,-3394.759465399229,3394.759465399229,2023-12-04,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0522509439488,-3394.7600311916717,3394.7600311916717,2023-12-05,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0525396188189,-3394.76059698402,3394.76059698402,2023-12-06,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0528282936407,-3394.761162776274,3394.761162776274,2023-12-07,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0531169684145,-3394.761728568434,3394.761728568434,2023-12-08,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0534056431402,-3394.7622943604997,3394.7622943604997,2023-12-09,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0536943178176,-3394.7628601524707,3394.7628601524707,2023-12-10,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0539829924471,-3394.7634259443475,3394.7634259443475,2023-12-11,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0542716670284,-3394.7639917361303,3394.7639917361303,2023-12-12,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0545603415615,-3394.7645575278184,3394.7645575278184,2023-12-13,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0548490160465,-3394.7651233194124,3394.7651233194124,2023-12-14,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0551376904837,-3394.7656891109123,3394.7656891109123,2023-12-15,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0554263648723,-3394.7662549023175,3394.7662549023175,2023-12-16,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.055715039213,-3394.7668206936282,3394.7668206936282,2023-12-17,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0560037135058,-3394.7673864848452,3394.7673864848452,2023-12-18,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0562923877503,-3394.767952275968,3394.767952275968,2023-12-19,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0565810619466,-3394.768518066996,3394.768518066996,2023-12-20,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.056869736095,-3394.76908385793,3394.76908385793,2023-12-21,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0571584101951,-3394.7696496487697,3394.7696496487697,2023-12-22,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0574470842473,-3394.770215439515,3394.770215439515,2023-12-23,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0577357582513,-3394.7707812301664,3394.7707812301664,2023-12-24,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.058024432207,-3394.7713470207227,3394.7713470207227,2023-12-25,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0583131061148,-3394.7719128111853,3394.7719128111853,2023-12-26,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0586017799744,-3394.7724786015533,3394.7724786015533,2023-12-27,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.058890453786,-3394.7730443918276,3394.7730443918276,2023-12-28,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0591791275492,-3394.7736101820065,3394.7736101820065,2023-12-29,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0594678012646,-3394.774175972092,3394.774175972092,2023-12-30,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0597564749319,-3394.774741762083,3394.774741762083,2023-12-31,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.060045148551,-3394.77530755198,3394.77530755198,2024-01-01,Kakching,target,"[24.5185, 93.9886]"
0.0,1732.0516735940646,-3394.758899606692,3394.758899606692,2023-12-03,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0519622690308,-3394.759465399229,3394.759465399229,2023-12-04,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0522509439488,-3394.7600311916717,3394.7600311916717,2023-12-05,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0525396188189,-3394.76059698402,3394.76059698402,2023-12-06,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0528282936407,-3394.761162776274,3394.761162776274,2023-12-07,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0531169684145,-3394.761728568434,3394.761728568434,2023-12-08,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0534056431402,-3394.7622943604997,3394.7622943604997,2023-12-09,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0536943178176,-3394.7628601524707,3394.7628601524707,2023-12-10,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0539829924471,-3394.7634259443475,3394.7634259443475,2023-12-11,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0542716670284,-3394.7639917361303,3394.7639917361303,2023-12-12,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0545603415615,-3394.7645575278184,3394.7645575278184,2023-12-13,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0548490160465,-3394.7651233194124,3394.7651233194124,2023-12-14,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0551376904837,-3394.7656891109123,3394.7656891109123,2023-12-15,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0554263648723,-3394.7662549023175,3394.7662549023175,2023-12-16,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.055715039213,-3394.7668206936282,3394.7668206936282,2023-12-17,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0560037135058,-3394.7673864848452,3394.7673864848452,2023-12-18,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0562923877503,-3394.767952275968,3394.767952275968,2023-12-19,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0565810619466,-3394.768518066996,3394.768518066996,2023-12-20,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.056869736095,-3394.76908385793,3394.76908385793,2023-12-21,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0571584101951,-3394.7696496487697,3394.7696496487697,2023-12-22,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0574470842473,-3394.770215439515,3394.770215439515,2023-12-23,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0577357582513,-3394.7707812301664,3394.7707812301664,2023-12-24,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.058024432207,-3394.7713470207227,3394.7713470207227,2023-12-25,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0583131061148,-3394.7719128111853,3394.7719128111853,2023-12-26,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0586017799744,-3394.7724786015533,3394.7724786015533,2023-12-27,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.058890453786,-3394.7730443918276,3394.7730443918276,2023-12-28,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0591791275492,-3394.7736101820065,3394.7736101820065,2023-12-29,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0594678012646,-3394.774175972092,3394.774175972092,2023-12-30,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0597564749319,-3394.774741762083,3394.774741762083,2023-12-31,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.060045148551,-3394.77530755198,3394.77530755198,2024-01-01,Churachandpur,target,"[24.3306, 93.6719]"
0.0,1732.0516735940646,-3394.758899606692,3394.758899606692,2023-12-03,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0519622690308,-3394.759465399229,3394.759465399229,2023-12-04,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0522509439488,-3394.7600311916717,3394.7600311916717,2023-12-05,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0525396188189,-3394.76059698402,3394.76059698402,2023-12-06,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0528282936407,-3394.761162776274,3394.761162776274,2023-12-07,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0531169684145,-3394.761728568434,3394.761728568434,2023-12-08,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0534056431402,-3394.7622943604997,3394.7622943604997,2023-12-09,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0536943178176,-3394.7628601524707,3394.7628601524707,2023-12-10,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0539829924471,-3394.7634259443475,3394.7634259443475,2023-12-11,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0542716670284,-3394.7639917361303,3394.7639917361303,2023-12-12,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0545603415615,-3394.7645575278184,3394.7645575278184,2023-12-13,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0548490160465,-3394.7651233194124,3394.7651233194124,2023-12-14,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0551376904837,-3394.7656891109123,3394.7656891109123,2023-12-15,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0554263648723,-3394.7662549023175,3394.7662549023175,2023-12-16,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.055715039213,-3394.7668206936282,3394.7668206936282,2023-12-17,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0560037135058,-3394.7673864848452,3394.7673864848452,2023-12-18,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0562923877503,-3394.767952275968,3394.767952275968,2023-12-19,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0565810619466,-3394.768518066996,3394.768518066996,2023-12-20,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.056869736095,-3394.76908385793,3394.76908385793,2023-12-21,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0571584101951,-3394.7696496487697,3394.7696496487697,2023-12-22,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0574470842473,-3394.770215439515,3394.770215439515,2023-12-23,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0577357582513,-3394.7707812301664,3394.7707812301664,2023-12-24,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.058024432207,-3394.7713470207227,3394.7713470207227,2023-12-25,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0583131061148,-3394.7719128111853,3394.7719128111853,2023-12-26,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0586017799744,-3394.7724786015533,3394.7724786015533,2023-12-27,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.058890453786,-3394.7730443918276,3394.7730443918276,2023-12-28,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0591791275492,-3394.7736101820065,3394.7736101820065,2023-12-29,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0594678012646,-3394.774175972092,3394.774175972092,2023-12-30,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0597564749319,-3394.774741762083,3394.774741762083,2023-12-31,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.060045148551,-3394.77530755198,3394.77530755198,2024-01-01,East Khasi Hills,target,"[25.5788, 91.8933]"
0.0,1732.0516735940646,-3394.758899606692,3394.758899606692,2023-12-03,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0519622690308,-3394.759465399229,3394.759465399229,2023-12-04,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0522509439488,-3394.7600311916717,3394.7600311916717,2023-12-05,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0525396188189,-3394.76059698402,3394.76059698402,2023-12-06,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0528282936407,-3394.761162776274,3394.761162776274,2023-12-07,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0531169684145,-3394.761728568434,3394.761728568434,2023-12-08,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0534056431402,-3394.7622943604997,3394.7622943604997,2023-12-09,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0536943178176,-3394.7628601524707,3394.7628601524707,2023-12-10,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0539829924471,-3394.7634259443475,3394.7634259443475,2023-12-11,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0542716670284,-3394.7639917361303,3394.7639917361303,2023-12-12,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0545603415615,-3394.7645575278184,3394.7645575278184,2023-12-13,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0548490160465,-3394.7651233194124,3394.7651233194124,2023-12-14,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0551376904837,-3394.7656891109123,3394.7656891109123,2023-12-15,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0554263648723,-3394.7662549023175,3394.7662549023175,2023-12-16,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.055715039213,-3394.7668206936282,3394.7668206936282,2023-12-17,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0560037135058,-3394.7673864848452,3394.7673864848452,2023-12-18,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0562923877503,-3394.767952275968,3394.767952275968,2023-12-19,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0565810619466,-3394.768518066996,3394.768518066996,2023-12-20,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.056869736095,-3394.76908385793,3394.76908385793,2023-12-21,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0571584101951,-3394.7696496487697,3394.7696496487697,2023-12-22,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0574470842473,-3394.770215439515,3394.770215439515,2023-12-23,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0577357582513,-3394.7707812301664,3394.7707812301664,2023-12-24,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.058024432207,-3394.7713470207227,3394.7713470207227,2023-12-25,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0583131061148,-3394.7719128111853,3394.7719128111853,2023-12-26,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0586017799744,-3394.7724786015533,3394.7724786015533,2023-12-27,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.058890453786,-3394.7730443918276,3394.7730443918276,2023-12-28,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0591791275492,-3394.7736101820065,3394.7736101820065,2023-12-29,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0594678012646,-3394.774175972092,3394.774175972092,2023-12-30,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0597564749319,-3394.774741762083,3394.774741762083,2023-12-31,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.060045148551,-3394.77530755198,3394.77530755198,2024-01-01,Ri Bhoi,target,"[25.6716, 91.8261]"
0.0,1732.0516735940646,-3394.758899606692,3394.758899606692,2023-12-03,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0519622690308,-3394.759465399229,3394.759465399229,2023-12-04,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0522509439488,-3394.7600311916717,3394.7600311916717,2023-12-05,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0525396188189,-3394.76059698402,3394.76059698402,2023-12-06,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0528282936407,-3394.761162776274,3394.761162776274,2023-12-07,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0531169684145,-3394.761728568434,3394.761728568434,2023-12-08,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0534056431402,-3394.7622943604997,3394.7622943604997,2023-12-09,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0536943178176,-3394.7628601524707,3394.7628601524707,2023-12-10,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0539829924471,-3394.7634259443475,3394.7634259443475,2023-12-11,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0542716670284,-3394.7639917361303,3394.7639917361303,2023-12-12,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0545603415615,-3394.7645575278184,3394.7645575278184,2023-12-13,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0548490160465,-3394.7651233194124,3394.7651233194124,2023-12-14,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0551376904837,-3394.7656891109123,3394.7656891109123,2023-12-15,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0554263648723,-3394.7662549023175,3394.7662549023175,2023-12-16,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.055715039213,-3394.7668206936282,3394.7668206936282,2023-12-17,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0560037135058,-3394.7673864848452,3394.7673864848452,2023-12-18,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0562923877503,-3394.767952275968,3394.767952275968,2023-12-19,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0565810619466,-3394.768518066996,3394.768518066996,2023-12-20,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.056869736095,-3394.76908385793,3394.76908385793,2023-12-21,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0571584101951,-3394.7696496487697,3394.7696496487697,2023-12-22,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0574470842473,-3394.770215439515,3394.770215439515,2023-12-23,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0577357582513,-3394.7707812301664,3394.7707812301664,2023-12-24,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.058024432207,-3394.7713470207227,3394.7713470207227,2023-12-25,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0583131061148,-3394.7719128111853,3394.7719128111853,2023-12-26,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0586017799744,-3394.7724786015533,3394.7724786015533,2023-12-27,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.058890453786,-3394.7730443918276,3394.7730443918276,2023-12-28,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0591791275492,-3394.7736101820065,3394.7736101820065,2023-12-29,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0594678012646,-3394.774175972092,3394.774175972092,2023-12-30,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.0597564749319,-3394.774741762083,3394.774741762083,2023-12-31,South West Khasi Hills,target,"[25.3143, 91.5631]"
0.0,1732.060045148551,-3394.77530755198,3394.77530755198,2024-01-01,South West Khasi Hills,target,"[25.3143, 91.5631]"
